,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2018/03/01,TXO,201802W4,9600.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,9600.0,賣權,0.1,0.2,0.1,0.1,24,0,4240,-,0.2,3,0.1,,一般
2018/03/01,TXO,201802W4,9700.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,9700.0,賣權,0.1,0.1,0.1,0.1,20,0,4452,-,0.2,3.5,0.1,,一般
2018/03/01,TXO,201802W4,9800.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,9800.0,賣權,0.1,0.1,0.1,0.1,25,0,4179,-,0.1,4.7,0.1,,一般
2018/03/01,TXO,201802W4,9900.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,9900.0,賣權,0.2,0.2,0.1,0.1,27,0,2473,-,0.2,6.9,0.1,,一般
2018/03/01,TXO,201802W4,10000.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,10000.0,賣權,0.3,0.3,0.1,0.2,257,0,4398,-,0.2,9.5,0.1,,一般
2018/03/01,TXO,201802W4,10100.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,10100.0,賣權,0.3,0.3,0.1,0.1,262,0,3504,-,0.2,14,0.1,,一般
2018/03/01,TXO,201802W4,10150.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,10150.0,賣權,0.5,0.5,0.1,0.1,238,0,2826,-,0.2,17,0.1,,一般
2018/03/01,TXO,201802W4,10200.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,10200.0,賣權,0.9,0.9,0.1,0.1,419,0,3858,-,0.1,21.5,0.1,,一般
2018/03/01,TXO,201802W4,10250.0,買權,-,-,-,-,0,0,3,-,-,-,-,,一般
2018/03/01,TXO,201802W4,10250.0,賣權,0.9,1,0.1,0.1,544,0,1827,-,0.2,26.5,0.1,,一般
2018/03/01,TXO,201802W4,10300.0,買權,-,-,-,-,0,0,7,-,-,-,-,,一般
2018/03/01,TXO,201802W4,10300.0,賣權,0.9,2,0.1,0.1,1001,0,4398,-,0.2,33.5,0.1,,一般
2018/03/01,TXO,201802W4,10350.0,買權,330,448,330,448,3,0,5,301,600,463,298,,一般
2018/03/01,TXO,201802W4,10350.0,賣權,0.9,2,0.1,0.2,3364,0,4807,-,0.2,41.5,0.1,,一般
2018/03/01,TXO,201802W4,10400.0,買權,274,385,274,384,4,0,30,393,401,497,220,,一般
2018/03/01,TXO,201802W4,10400.0,賣權,1,2.5,0.1,0.1,2952,0,5762,-,0.2,51,0.1,,一般
2018/03/01,TXO,201802W4,10450.0,買權,238,351,238,351,86,0,68,347,352,460,195,,一般
2018/03/01,TXO,201802W4,10450.0,賣權,2.5,4,0.1,0.1,4430,0,7683,-,0.2,63,0.1,,一般
2018/03/01,TXO,201802W4,10500.0,買權,101,299,101,295,204,0,731,295,297,409,101,,一般
2018/03/01,TXO,201802W4,10500.0,賣權,4.4,6.5,0.1,0.2,8551,0,11294,-,0.2,80,0.1,,一般
2018/03/01,TXO,201802W4,10550.0,買權,130,359,38.5,247,2171,0,702,247,248,366,38.5,,一般
2018/03/01,TXO,201802W4,10550.0,賣權,8.1,12,0.1,0.1,14813,0,10334,-,0.2,100,0.1,,一般
2018/03/01,TXO,201802W4,10600.0,買權,120,199,65,197,8718,0,1633,197,200,326,65,,一般
2018/03/01,TXO,201802W4,10600.0,賣權,20,23,0.1,0.1,36200,0,16366,-,0.1,119,0.1,,一般
2018/03/01,TXO,201802W4,10650.0,買權,55,150,33,146,45107,0,2848,146,147,281,33,,一般
2018/03/01,TXO,201802W4,10650.0,賣權,40,46,0.1,0.2,66005,0,20489,-,0.2,145,0.1,,一般
2018/03/01,TXO,201802W4,10700.0,買權,28,99,13,96,89782,0,5531,96,97,232,13,,一般
2018/03/01,TXO,201802W4,10700.0,賣權,61,85,0.1,0.1,82029,0,24883,-,0.2,172,0.1,,一般
2018/03/01,TXO,201802W4,10750.0,買權,10.5,50,2,46.5,105526,0,7773,46.5,47,183,2,,一般
2018/03/01,TXO,201802W4,10750.0,賣權,83,145,0.1,0.1,100254,0,32602,-,0.2,175,0.1,,一般
2018/03/01,TXO,201802W4,10800.0,買權,3.5,12.5,0.1,0.1,87340,0,28954,-,0.2,141,0.1,,一般
2018/03/01,TXO,201802W4,10800.0,賣權,120,168,2.5,3.1,81056,0,10611,3,3.1,240,2.5,,一般
2018/03/01,TXO,201802W4,10850.0,買權,2,2,0.1,0.2,23311,0,21237,-,0.2,100,0.1,,一般
2018/03/01,TXO,201802W4,10850.0,賣權,160,218,50,52,18847,0,7176,52,53,248,22,,一般
2018/03/01,TXO,201802W4,10900.0,買權,1,1,0.1,0.1,10482,0,20907,-,0.2,65,0.1,,一般
2018/03/01,TXO,201802W4,10900.0,賣權,216,268,100,102,7307,0,4015,102,103,310,37.5,,一般
2018/03/01,TXO,201802W4,10950.0,買權,0.7,0.8,0.1,0.2,6740,0,21185,-,0.2,37,0.1,,一般
2018/03/01,TXO,201802W4,10950.0,賣權,259,327,151,153,2503,0,3545,152,153,328,59,,一般
2018/03/01,TXO,201802W4,11000.0,買權,0.5,0.5,0.1,0.1,3567,0,17034,-,0.1,21,0.1,,一般
2018/03/01,TXO,201802W4,11000.0,賣權,245,351,200,203,426,0,1085,202,203,379,90,,一般
2018/03/01,TXO,201802W4,11050.0,買權,0.3,0.4,0.1,0.2,610,0,5741,-,0.2,8.3,0.1,,一般
2018/03/01,TXO,201802W4,11050.0,賣權,350,350,249,252,138,0,142,252,253,350,131,,一般
2018/03/01,TXO,201802W4,11100.0,買權,0.2,0.3,0.1,0.1,338,0,10486,-,0.2,11,0.1,,一般
2018/03/01,TXO,201802W4,11100.0,賣權,304,304,298,298,28,0,81,300,304,479,190,,一般
2018/03/01,TXO,201802W4,11150.0,買權,0.3,0.3,0.1,0.1,30,0,1817,-,0.2,1.1,0.1,,一般
2018/03/01,TXO,201802W4,11150.0,賣權,-,-,-,-,0,0,3,-,-,-,-,,一般
2018/03/01,TXO,201802W4,11200.0,買權,0.2,0.2,0.1,0.2,135,0,6647,-,0.2,4.5,0.1,,一般
2018/03/01,TXO,201802W4,11200.0,賣權,-,-,-,-,0,0,4,-,-,-,-,,一般
2018/03/01,TXO,201802W4,11300.0,買權,0.1,0.1,0.1,0.1,20,0,3929,-,0.2,1,0.1,,一般
2018/03/01,TXO,201802W4,11300.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/03/01,TXO,201802W4,11400.0,買權,0.1,0.1,0.1,0.1,36,0,2379,-,0.1,0.5,0.1,,一般
2018/03/01,TXO,201802W4,11400.0,賣權,-,-,-,-,0,0,20,-,-,-,-,,一般
2018/03/01,TXO,201802W4,11500.0,買權,0.2,0.2,0.1,0.1,30,0,1280,-,0.2,0.4,0.1,,一般
2018/03/01,TXO,201802W4,11500.0,賣權,-,-,-,-,0,0,20,-,-,-,-,,一般
2018/03/01,TXO,201802W4,11600.0,買權,0.1,0.1,0.1,0.1,20,0,20,-,0.2,0.3,0.1,,一般
2018/03/01,TXO,201802W4,11600.0,賣權,-,-,-,-,0,0,20,-,-,-,-,,一般
