,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/04/01,TXO,201904W1,9700.0,買權,-,-,-,-,0,960,1,-,-,-,-,,一般
2019/04/01,TXO,201904W1,9700.0,賣權,0.1,0.5,0.1,0.2,121,0.2,745,0.1,0.3,0.9,0.1,,一般
2019/04/01,TXO,201904W1,9800.0,買權,-,-,-,-,0,860,2,-,-,-,-,,一般
2019/04/01,TXO,201904W1,9800.0,賣權,0.8,0.8,0.3,0.3,799,0.3,3700,0.2,0.4,2.4,0.3,,一般
2019/04/01,TXO,201904W1,9900.0,買權,-,-,-,-,0,760,0,-,-,-,-,,一般
2019/04/01,TXO,201904W1,9900.0,賣權,0.5,0.6,0.3,0.5,273,0.5,3433,0.4,0.5,3.2,0.3,,一般
2019/04/01,TXO,201904W1,10000.0,買權,-,-,-,-,0,660,3,-,-,-,-,,一般
2019/04/01,TXO,201904W1,10000.0,賣權,0.8,0.8,0.4,0.5,507,0.5,5364,0.5,0.6,4.6,0.4,,一般
2019/04/01,TXO,201904W1,10100.0,買權,-,-,-,-,0,560,3,-,-,-,-,,一般
2019/04/01,TXO,201904W1,10100.0,賣權,0.8,1,0.5,0.8,1287,0.8,6778,0.7,0.8,7,0.5,,一般
2019/04/01,TXO,201904W1,10200.0,買權,-,-,-,-,0,460,6,-,-,-,-,,一般
2019/04/01,TXO,201904W1,10200.0,賣權,1.9,1.9,0.7,0.9,1801,0.9,7156,0.9,1,11.5,0.7,,一般
2019/04/01,TXO,201904W1,10250.0,買權,455,455,455,455,1,410,38,353,463,845,249,,一般
2019/04/01,TXO,201904W1,10250.0,賣權,1.4,1.4,0.7,1.1,1988,1.1,6875,1,1.2,16.5,0.7,,一般
2019/04/01,TXO,201904W1,10300.0,買權,420,420,408,408,5,360,142,302,414,420,194,,一般
2019/04/01,TXO,201904W1,10300.0,賣權,1.8,1.8,0.9,1.3,4581,1.3,10368,1.3,1.5,23.5,0.9,,一般
2019/04/01,TXO,201904W1,10350.0,買權,356,382,285,285,44,310,468,254,315,382,148,,一般
2019/04/01,TXO,201904W1,10350.0,賣權,2,2.2,1,1.7,6800,1.7,7275,1.7,1.9,33,1,,一般
2019/04/01,TXO,201904W1,10400.0,買權,292,330,240,258,246,260,883,257,261,330,110,,一般
2019/04/01,TXO,201904W1,10400.0,賣權,2,3.2,1.4,2.3,12382,2.3,11945,2.3,2.4,43.5,1.4,,一般
2019/04/01,TXO,201904W1,10450.0,買權,241,284,192,211,4251,211,3798,208,212,284,76,,一般
2019/04/01,TXO,201904W1,10450.0,賣權,3.8,5,1.8,3.4,13389,3.4,11867,3.3,3.5,65,1.8,,一般
2019/04/01,TXO,201904W1,10500.0,買權,193,233,142,161,7706,161,7015,160,164,233,47,,一般
2019/04/01,TXO,201904W1,10500.0,賣權,5.5,8.1,2.6,5.3,20495,5.3,14025,5.3,5.5,83,2.6,,一般
2019/04/01,TXO,201904W1,10550.0,買權,158,188,99,116,11291,116,10330,115,118,188,27,,一般
2019/04/01,TXO,201904W1,10550.0,賣權,8.9,14.5,4.5,10,29787,10,13899,9.8,10,112,4.5,,一般
2019/04/01,TXO,201904W1,10600.0,買權,105,142,60,74,19764,74,11516,74,75,142,11,,一般
2019/04/01,TXO,201904W1,10600.0,賣權,15.5,26.5,8.1,18,40181,18,15360,18,18.5,147,8.1,,一般
2019/04/01,TXO,201904W1,10650.0,買權,61,99,31,39,45216,39,14435,39,41,99,6,,一般
2019/04/01,TXO,201904W1,10650.0,賣權,25,46.5,15.5,34,52133,34,11248,34,34.5,190,15.5,,一般
2019/04/01,TXO,201904W1,10700.0,買權,33,62,12.5,18.5,62607,18.5,20461,18,18.5,62,3,,一般
2019/04/01,TXO,201904W1,10700.0,賣權,49,78,29,60,47215,60,7986,60,62,237,29,,一般
2019/04/01,TXO,201904W1,10750.0,買權,15,34,4.1,6.3,52069,6.3,21042,6.2,6.8,34,1.3,,一般
2019/04/01,TXO,201904W1,10750.0,賣權,80,120,52,100,24661,100,2808,98,101,280,52,,一般
2019/04/01,TXO,201904W1,10800.0,買權,6,16.5,1.4,2.3,31985,2.3,11556,2.1,2.3,16.5,0.1,,一般
2019/04/01,TXO,201904W1,10800.0,賣權,118,166,84,146,10285,146,1731,144,147,285,84,,一般
2019/04/01,TXO,201904W1,10850.0,買權,1.6,6.8,0.6,1,16138,1,7754,0.7,1,6.8,0.5,,一般
2019/04/01,TXO,201904W1,10850.0,賣權,163,214,126,196,1906,196,260,193,196,240,126,,一般
2019/04/01,TXO,201904W1,10900.0,買權,1,2.7,0.3,0.6,8942,0.6,6836,0.5,0.6,2.7,0.3,,一般
2019/04/01,TXO,201904W1,10900.0,賣權,193,246,175,246,219,246,80,242,246,377,175,,一般
2019/04/01,TXO,201904W1,10950.0,買權,0.8,1.1,0.3,0.4,1607,0.4,717,0.4,0.5,1.1,0.3,,一般
2019/04/01,TXO,201904W1,10950.0,賣權,234,258,234,258,12,293,0,238,348,258,234,,一般
2019/04/01,TXO,201904W1,11000.0,買權,0.4,0.8,0.3,0.3,1206,0.3,2308,0.3,0.4,0.8,0.2,,一般
2019/04/01,TXO,201904W1,11000.0,賣權,-,-,-,-,0,343,0,-,-,-,-,,一般
2019/04/01,TXO,201904W1,11100.0,買權,0.3,0.5,0.1,0.2,1520,0.2,1956,0.2,0.3,0.5,0.1,,一般
2019/04/01,TXO,201904W1,11100.0,賣權,-,-,-,-,0,443,0,-,-,-,-,,一般
2019/04/01,TXO,201904W1,11200.0,買權,0.2,0.3,0.1,0.2,764,0.2,719,0.1,0.2,0.3,0.1,,一般
2019/04/01,TXO,201904W1,11200.0,賣權,-,-,-,-,0,540,0,-,-,-,-,,一般
2019/04/01,TXO,201904W1,11300.0,買權,0.1,0.2,0.1,0.1,62,0.1,272,0.1,0.2,0.9,0.1,,一般
2019/04/01,TXO,201904W1,11300.0,賣權,-,-,-,-,0,640,9,-,-,-,-,,一般
2019/04/01,TXO,201904W1,11400.0,買權,0.2,0.2,0.1,0.1,45,0.1,24,0.1,0.2,0.2,0.1,,一般
2019/04/01,TXO,201904W1,11400.0,賣權,-,-,-,-,0,740,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8200.0,買權,-,-,-,-,0,2440,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8200.0,賣權,0.9,1.3,0.9,1,758,1,4090,1,1.1,37.5,0.9,,一般
2019/04/01,TXO,201904  ,8300.0,買權,-,-,-,-,0,2340,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8300.0,賣權,1,1.1,1,1.1,303,1.1,1238,0.8,1.3,41.5,1,,一般
2019/04/01,TXO,201904  ,8400.0,買權,-,-,-,-,0,2240,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8400.0,賣權,1.3,1.3,1.3,1.3,250,1.3,852,0.2,1.4,50,0.9,,一般
2019/04/01,TXO,201904  ,8500.0,買權,-,-,-,-,0,2140,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8500.0,賣權,1.3,1.5,1.3,1.4,265,1.4,1240,0.1,1.5,58,1,,一般
2019/04/01,TXO,201904  ,8600.0,買權,2080,2080,2080,2080,28,2040,100,1990,2050,2080,1870,,一般
2019/04/01,TXO,201904  ,8600.0,賣權,1.4,1.7,1.4,1.4,212,1.4,1248,0.8,1.6,64,1,,一般
2019/04/01,TXO,201904  ,8700.0,買權,-,-,-,-,0,1940,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8700.0,賣權,1.6,1.6,1.6,1.6,200,1.6,2457,1,1.8,70,1.6,,一般
2019/04/01,TXO,201904  ,8800.0,買權,-,-,-,-,0,1840,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8800.0,賣權,1.9,1.9,1.7,1.7,7,1.7,3962,1.5,2,75,1.5,,一般
2019/04/01,TXO,201904  ,8900.0,買權,-,-,-,-,0,1740,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,8900.0,賣權,2.1,2.1,1.9,1.9,106,1.9,1767,1.9,2,100,1.9,,一般
2019/04/01,TXO,201904  ,9000.0,買權,-,-,-,-,0,1640,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,9000.0,賣權,2.1,2.4,2,2.1,546,2.1,3255,2.1,2.2,110,2,,一般
2019/04/01,TXO,201904  ,9100.0,買權,-,-,-,-,0,1540,0,-,-,-,-,,一般
2019/04/01,TXO,201904  ,9100.0,賣權,2.3,2.6,2.2,2.6,139,2.6,1816,2.3,2.6,130,2.2,,一般
2019/04/01,TXO,201904  ,9200.0,買權,-,-,-,-,0,1440,4,-,-,-,-,,一般
